Device,Element,Linac Z (m)*,Control System Name*,PS String,PS Config,Imin Val,Imin Uom,Imax Val,Imax Uom,Bmin Val,Bmin Uom,Bmax Val,Bmax Uom
YCOR,YCBP31,3111.666403,YCOR:SLTS:443,,Individual,-2,A,2,A,-0.020986359,kG-m,0.020986359,kG-m
XCOR,XCDOG5,710.337429,XCOR:DOG:178,,Individual,-2,A,2,A,-0.020986359,kG-m,0.020986359,kG-m
KICK,BKRAPM1,3117.93642,KICK:BSYH:475,,Individual,0,A,1000,A,0,kG-m,11.26,kG-m
YCOR,YC2C00,332.392203,YCOR:BC2B:137,,Individual,-2,A,2,A,-0.021,kG-m,0.021,kG-m
XCOR,XCSP11H,3034.579975,XCOR:SPH:938,,Individual,-2,A,2,A,-0.021,kG-m,0.021,kG-m
XCOR,XCSP13H,3066.053545,XCOR:SLTH:218,,Individual,-2,A,2,A,-0.021,kG-m,0.021,kG-m
YCOR,YCSP2,2851.756503,YCOR:SPD:343,,Individual,-2,A,2,A,-0.021,kG-m,0.021,kG-m
YCOR,YCSP4S,2945.307544,YCOR:SPS:643,,Individual,-2,A,2,A,-0.021,kG-m,0.021,kG-m
XCOR,BKXRASD,3148.588425,XCOR:SLTD:628,,Individual,-6,A,6,A,-0.1091,kG-m,0.1091,kG-m
XCOR,XCPEPX4,3715.427398,XCOR:UNDS:5038,,Individual,-6,A,6,A,-0.1041,kG-m,0.1049,kG-m
BEND,BCXDLD4,747.368275,BEND:DOG:244,BCXDLD2,String,0,A,250,A,0.0126,kG-m,4.527,kG-m
BEND,BCX353,3321.295948,BEND:LTUH:377,BCX352,String,0,A,250,A,0.0133,kG-m,4.5199,kG-m
BEND,BCX31B2,3245.79204,BEND:LTUS:166,BCX31B2,String Main,0,A,250,A,0.0128,kG-m,4.512,kG-m
BEND,BCX31B4,3246.89204,BEND:LTUS:168,BCX31B2,String,0,A,250,A,0.0131,kG-m,4.5328,kG-m
BEND,BYSP1S,2910.30972,BEND:SPS:530,,Individual,0,A,125,A,0.1971,GeV/c,25.4301,GeV/c
BEND,BRSP2H,3051.622876,BEND:SLTH:145,BRSP2H,String Main,0,A,200,A,0.1451,GeV/c,32.3542,GeV/c
BEND,BXSP1H,3110.461492,BEND:SLTH:435,BXSP1H,String Main,0,A,200,A,0.1794,GeV/c,37.8858,GeV/c
BEND,BYSP2D,3042.224172,BEND:SPD:960,BYSP2D,String Main,0,A,200,A,0.1078,GeV/c,23.99,GeV/c
BEND,BRB1,667.543287,BEND:DOG:110,BRB2,String,0,A,265,A,0.0387,GeV/c,11.246,GeV/c
BEND,BRSP1H,2862.214621,BEND:SPH:370,BRSP2H,String,0,A,200,A,0.1432,GeV/c,32.3885,GeV/c
BEND,BCX12,124.81432,BEND:BC1B:400,BCX12,String Main,0,A,375,A,0.0043,kG-m,1.2019,kG-m
BEND,BYD3B,3739.347096,BEND:DMPS:420,BYD1B,String,0,A,200,A,0.0296,GeV/c,15.7398,GeV/c
BEND,BRAM1,3178.905469,BEND:BSYA:975,,Individual,0,A,280,A,0.4132,GeV/c,65.2674,GeV/c
BEND,BY2B,3387.357275,BEND:LTUS:565,BY1B,String,0,A,10,A,0.1221,GeV/c,19.7137,GeV/c
QUAD,QDBL2,3226.862425,QUAD:LTUS:120,,Individual,-120,A,120,A,-68.0244,kG,67.8,kG
QUAD,QCUS4,3123.764722,QUAD:CLTS:500,QCUS4,String Main,0,A,200,A,0.2609,kG,102.5141,kG
QUAD,QCUS5,3126.7642,QUAD:CLTS:510,QCUS5,String Main,0,A,200,A,-102.2516,kG,-0.2613,kG
QUAD,QCUS6,3127.170984,QUAD:CLTS:530,QCUS5,String,0,A,200,A,-101.5073,kG,-0.2714,kG
QUAD,QVM3B,3389.600212,QUAD:LTUS:570,,Individual,-165,A,165,A,-152.1937,kG,150.1336,kG
QUAD,QC104,142.02222,QUAD:COL1:320,,Individual,-12,A,12,A,-20.3292,kG,20.1555,kG
QUAD,QE202,363.106333,QUAD:EMIT2:300,,Individual,-12,A,12,A,-20.477,kG,20.2914,kG
QUAD,QEM3VB,3418.662449,QUAD:LTUS:665,,Individual,-12,A,12,A,-20.3886,kG,20.2113,kG
QUAD,QE33B,3468.445371,QUAD:LTUS:740,,Individual,0,A,12,A,0.2819,kG,20.2186,kG
QUAD,QDL14,3278.859453,QUAD:LTUS:270,QDL13,String,0,A,165,A,-52.2056,kG,-0.2441,kG
QUAD,QSP10H,3027.295017,QUAD:SPH:920,QSP4H,String,0,A,165,A,-51.9721,kG,-0.2565,kG
QUAD,QSP2D,2963.087003,QUAD:SPD:700,,Individual,0,A,165,A,0.2979,kG,52.3046,kG
QUAD,QDOG1,672.355886,QUAD:DOG:120,QDOG1,String Main,0,A,165,A,0.1239,kG,51.6379,kG
QUAD,QDOG4,701.230802,QUAD:DOG:165,QDOG4,String Main,0,A,165,A,-52.0579,kG,-0.1174,kG
QUAD,QDOG7,730.105717,QUAD:DOG:215,QDOG3,String,0,A,165,A,0.1183,kG,52.1076,kG
QUAD,QCUS8,3137.226805,QUAD:CLTS:570,QCUS3,String,0,A,165,A,-51.6928,kG,-0.114,kG
QUAD,QCUS9,3141.723293,QUAD:CLTS:590,,Individual,0,A,165,A,-51.971,kG,-0.1122,kG
QUAD,QHD01,27.68297,QUAD:HTR:830,,Individual,0,A,45,A,-6.7306,kG,-0.0888,kG
QUAD,QHD03,31.168758,QUAD:HTR:960,,Individual,0,A,45,A,-6.7595,kG,-0.0781,kG
QUAD,Q0H04,13.9905,QUAD:HTR:320,,Individual,-30,A,30,A,-4.4719,kG,4.4792,kG
QUAD,QBP32,3114.717493,QUAD:SLTS:460,,Individual,0,A,190,A,-28.3628,kG,-0.1049,kG
QUAD,QDMP1,3751.779635,QUAD:DMPH:500,QDMP1,String Main,0,A,150,A,-38.5869,kG,-0.0885,kG
QUAD,QCM13,301.267792,QUAD:L2B:1385,,Individual,-20,A,20,A,-12.21000028,kG,12.21000028,kG
QUAD,QCM25,512.41404,QUAD:L3B:2585,,Individual,-20,A,20,A,-12.21000028,kG,12.21000028,kG
QUAD,QCM31,588.28569,QUAD:L3B:3185,,Individual,-20,A,20,A,-12.21000028,kG,12.21000028,kG
XCOR,XC0H01,9.419779,XCOR:HTR:148,,Individual,-2,A,2,A,-0.0048,kG-m,0.0048,kG-m
YCOR,YC0H03,13.723394,YCOR:HTR:309,,Individual,-2,A,2,A,-0.0048,kG-m,0.0048,kG-m
XCOR,XCHD03,31.485864,XCOR:HTR:974,,Individual,-2,A,2,A,-0.0048,kG-m,0.0048,kG-m
YCOR,YCC101,130.88637,YCOR:COL1:129,,Individual,-2,A,2,A,-0.0048,kG-m,0.0048,kG-m
YCOR,YCC105,146.885202,YCOR:COL1:409,,Individual,-2,A,2,A,-0.0048,kG-m,0.0048,kG-m
YCOR,YCC107,154.885202,YCOR:COL1:569,,Individual,-2,A,2,A,-0.0048,kG-m,0.0048,kG-m
XCOR,XCC112,174.885202,XCOR:COL1:968,,Individual,-2,A,2,A,-0.0048,kG-m,0.0048,kG-m
XCOR,XCM07,227.945452,XCOR:L2B:0785,,Individual,-20,A,20,A,-0.054,kG-m,0.054,kG-m
XCOR,XCM08,240.165842,XCOR:L2B:0885,,Individual,-20,A,20,A,-0.054,kG-m,0.054,kG-m
XCOR,XCM20,451.31209,XCOR:L3B:2085,,Individual,-20,A,20,A,-0.054,kG-m,0.054,kG-m
XCOR,XCM21,463.53248,XCOR:L3B:2185,,Individual,-20,A,20,A,-0.054,kG-m,0.054,kG-m
XCOR,XCM23,487.97326,XCOR:L3B:2385,,Individual,-20,A,20,A,-0.054,kG-m,0.054,kG-m
XCOR,XCM26,527.18374,XCOR:L3B:2685,,Individual,-20,A,20,A,-0.054,kG-m,0.054,kG-m
XCOR,XCM30,576.0653,XCOR:L3B:3085,,Individual,-20,A,20,A,-0.054,kG-m,0.054,kG-m
XCOR,XCM35,637.16725,XCOR:L3B:3585,,Individual,-20,A,20,A,-0.054,kG-m,0.054,kG-m
YCOR,YCM06,215.725062,YCOR:L2B:0685,,Individual,-20,A,20,A,-0.0536,kG-m,0.0536,kG-m
YCOR,YCM09,252.386232,YCOR:L2B:0985,,Individual,-20,A,20,A,-0.0536,kG-m,0.0536,kG-m
YCOR,YCM16,402.43053,YCOR:L3B:1685,,Individual,-20,A,20,A,-0.0536,kG-m,0.0536,kG-m
BEND,BX36,3357.018142,BEND:LTUH:480,BYD1,String,0,A,300,A,0.1087,GeV/c,22.5911,GeV/c
QUAD,QSXH44,3690.813666,QUAD:UNDS:4480,,Individual,-6.005652,A,6.0039336,A,-42.984445,kG,43.093461,kG
QUAD,QSXH45,3695.213618,QUAD:UNDS:4580,,Individual,-6.0055992,A,6.0039653,A,-43.086985,kG,42.96622,kG
XCOR,XCHX25,3614.801987,XCOR:UNDH:2580,,Individual,-1,A,1,A,-0.006121443,kG-m,0.006121443,kG-m
XCOR,XCHX31,3638.877725,XCOR:UNDH:3180,,Individual,-1,A,1,A,-0.006040695,kG-m,0.006040695,kG-m
YCOR,YCHX35,3654.928217,YCOR:UNDH:3580,,Individual,-1,A,1,A,-0.005902128,kG-m,0.005902128,kG-m
XCOR,XCHX44,3691.041823,XCOR:UNDH:4480,,Individual,-1,A,1,A,-0.00625311,kG-m,0.00625311,kG-m
YCOR,YCHX29,3630.852479,YCOR:UNDH:2980,,Individual,-1,A,1,A,-0.006134394,kG-m,0.006134394,kG-m
YCOR,YCSX43,3686.413714,YCOR:UNDS:4380,,Individual,-1,A,1,A,-0.00595366,kG-m,0.00595366,kG-m
XCOR,XCSX38,3664.413954,XCOR:UNDS:3880,,Individual,-1,A,1,A,-0.006557427,kG-m,0.006557427,kG-m
YCOR,YCSX44,3690.813666,YCOR:UNDS:4480,,Individual,-1,A,1,A,-0.006549265,kG-m,0.006549265,kG-m
YCOR,YCSX37,3660.014002,YCOR:UNDS:3780,,Individual,-1,A,1,A,-0.006407718,kG-m,0.006407718,kG-m
QUAD,QA02,2022.157401,QUAD:IN20:371,,Individual,-12,A,12,A,-20,kG,20,kG
QUAD,QE02,2025.1983,QUAD:IN20:441,,Individual,-12,A,12,A,-20,kG,20,kG
QUAD,QE03,2027.386897,QUAD:IN20:511,,Individual,-12,A,12,A,-20,kG,20,kG
QUAD,QS02,2035.032652,QUAD:IN20:961,,Individual,-12,A,12,A,-20,kG,20,kG
QUAD,SQ13,2050.303751,QUAD:LI21:243,,Individual,-8,A,8,A,-0.87,kG-m,0.87,kG-m
QUAD,QM15,2059.581979,QUAD:LI21:335,,Individual,-12,A,12,A,-20,kG,20,kG
QUAD,Q22401,2170.5528,QUAD:LI22:401,,Individual,0,A,37.5,A,0,kG,21.17318,kG
QUAD,Q23601,2296.8416,QUAD:LI23:601,,Individual,0,A,37.5,A,0,kG,21.17318,kG
QUAD,Q24401,2373.7528,QUAD:LI24:401,,Individual,0,A,37.5,A,0,kG,21.17318,kG
QUAD,CQ21,2415.950264,QUAD:LI24:740,,Individual,-12,A,12,A,-2.1,kG,2.1,kG
QUAD,Q26201,2552.264,QUAD:LI26:201,,Individual,0,A,37.5,A,0,kG,21.17318,kG
QUAD,Q26901,2638.9154,QUAD:LI26:901,,Individual,0,A,37.5,A,-21.17318,kG,0,kG
QUAD,Q27601,2703.2416,QUAD:LI27:601,,Individual,0,A,37.5,A,0,kG,21.17318,kG
QUAD,Q28601,2804.8416,QUAD:LI28:601,,Individual,0,A,37.5,A,0,kG,21.17318,kG
QUAD,Q29301,2869.4084,QUAD:LI29:301,,Individual,0,A,37.5,A,-21.17318,kG,0,kG
QUAD,Q30301,2971.0084,QUAD:LI30:301,,Individual,0,A,100,A,-106.28,kG,0,kG
QUAD,CQ01,2018.072044,QUAD:IN20:121,,Individual,-10,A,10,A,-0.015,kG,0.015,kG
XCOR,XC21602,2094.05,XCOR:LI21:602,,Individual,-6,A,6,A,-0.015,kG-m,0.015,kG-m
XCOR,XC23202,2247.87,XCOR:LI23:202,,Individual,-6,A,6,A,-0.07,kG-m,0.07,kG-m
XCOR,XC23402,2272.56,XCOR:LI23:402,,Individual,-6,A,6,A,-0.07,kG-m,0.07,kG-m
XCOR,XC23900,2333.13,XCOR:LI23:900,,Individual,-6,A,6,A,-0.07,kG-m,0.07,kG-m
XCOR,XC26602,2602.05,XCOR:LI26:602,,Individual,-6,A,6,A,-0.0624,kG-m,0.06243,kG-m
XCOR,XC26900,2637.93,XCOR:LI26:900,,Individual,-6,A,6,A,-0.0624,kG-m,0.06243,kG-m
XCOR,XC27502,2691.31,XCOR:LI27:502,,Individual,-6,A,6,A,-0.0624,kG-m,0.06243,kG-m
XCOR,XC28402,2780.6132,XCOR:LI28:402,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
XCOR,XC28702,2817.6,XCOR:LI28:702,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
XCOR,XC30602,3008.516,XCOR:LI30:602,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
XCOR,XC30900,3041.1279,XCOR:LI30:900,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
XCOR,XCA0,3203.840867,XCOR:BSYH:900,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
XCOR,XCDD,3753.51616,XCOR:DMPH:602,,Individual,-12,A,12,A,-0.109,kG-m,0.109,kG-m
YCOR,YC23503,2285.16,YCOR:LI23:503,,Individual,-6,A,6,A,-0.07,kG-m,0.07,kG-m
YCOR,YC24303,2362.07,YCOR:LI24:303,,Individual,-6,A,6,A,-0.0624,kG-m,0.06243,kG-m
YCOR,YC24603,2399.1548,YCOR:LI24:603,,Individual,-6,A,6,A,-0.0624,kG-m,0.06243,kG-m
YCOR,YC24703,2410.2912,YCOR:LI24:703,,Individual,-6,A,6,A,-0.0624,kG-m,0.06243,kG-m
YCOR,YC27900,2739.78,YCOR:LI27:900,,Individual,-6,A,6,A,-0.0624,kG-m,0.06243,kG-m
YCOR,YC30503,2996.4422,YCOR:LI30:503,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
YCOR,YCVB1,3235.945162,YCOR:LTUH:133,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
YCOR,YCDL1,3271.722656,YCOR:LTUH:253,,Individual,-12,A,12,A,-0.06,kG-m,0.06,kG-m
YCOR,YCQT32,3361.251896,YCOR:LTUH:493,,Individual,-6,A,6,A,-0.0895,kG-m,0.0895,kG-m
YCOR,YCE32,3450.323815,YCOR:LTUH:727,,Individual,-12,A,12,A,-0.06,kG-m,0.06,kG-m
YCOR,YCE34,3485.596937,YCOR:LTUH:747,,Individual,-12,A,12,A,-0.06,kG-m,0.06,kG-m
YCOR,YCXL2,3510.562132,YCOR:LTUS:767,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
QUAD,QVB2,3239.775612,QUAD:LTUH:150,QVB1,String,0,A,75,A,0.91,kG,130,kG
QUAD,QVM4,3254.558314,QUAD:LTUH:190,,Individual,0,A,144,A,-250,kG,-1.11,kG
QUAD,QDL31,3271.002253,QUAD:LTUH:250,QDL31,String Main,0,A,120,A,1.11,kG,112,kG
QUAD,QT22,3324.711834,QUAD:LTUH:390,QT12,String,0,A,144,A,0.96,kG,250,kG
QUAD,QT31,3359.06008,QUAD:LTUH:485,QT11,String,0,A,73.1,A,-140,kG,-0.99,kG
QUAD,QDL34,3378.426349,QUAD:LTUH:550,QDL31,String,0,A,120,A,1.11,kG,112,kG
QUAD,QEM3,3417.675161,QUAD:LTUH:660,,Individual,-120,A,120,A,-112,kG,112,kG
QUAD,QEM4,3422.136032,QUAD:LTUH:680,,Individual,-120,A,120,A,-112,kG,112,kG
XCOR,XC07,2027.563753,XCOR:IN20:521,,Individual,-8,A,8,A,-0.006,kG-m,0.006,kG-m
XCOR,XCG2,2018.567691,XCOR:IN20:831,,Individual,-8,A,8,A,-0.0016,kG-m,0.0016,kG-m
XCOR,XC21165,2041.492665,XCOR:LI21:165,,Individual,-12,A,12,A,-0.007,kG-m,0.007,kG-m
XCOR,XCVB2,3239.145153,XCOR:LTUH:144,,Individual,-3,A,3,A,-0.03,kG-m,0.03,kG-m
YCOR,YCCUS9,3142.283269,YCOR:CLTS:597,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
YCOR,YC01,2018.594971,YCOR:IN20:222,,Individual,-6,A,6,A,-0.0011,kG-m,0.0011,kG-m
YCOR,YC08,2031.474623,YCOR:IN20:642,,Individual,-8,A,8,A,-0.006,kG-m,0.006,kG-m
YCOR,YC10,2034.083632,YCOR:IN20:762,,Individual,-8,A,8,A,-0.006,kG-m,0.006,kG-m
YCOR,YC27603,2703.9,YCOR:LI27:603,,Individual,-6,A,6,A,-0.0624,kG-m,0.06243,kG-m
YCOR,YC27803,2728.59,YCOR:LI27:803,,Individual,-6,A,6,A,-0.0624,kG-m,0.06243,kG-m
YCOR,YC29703,2919.5988,YCOR:LI29:703,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
YCOR,YCDL18,3329.319192,YCOR:LTUS:427,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
YCOR,YCDL20,3353.300579,YCOR:LTUS:471,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
YCOR,YC10122,1002.435607,YCOR:IN10:122,,Individual,-10,A,10,A,-0.0037,kG-m,0.0039,kG-m
SEPT,BLRDG0,34.68397,BEND:DIAG0:155,BLRDG0,String Main,0,A,130,A,0.0011,GeV/c,0.1936,GeV/c
QUAD,QM11362,1047.118038,QUAD:LI11:362,,Individual,-30,A,30,A,-17.3171,kG,16.9091,kG
QUAD,Q15401,1459.3528,LI15:QUAD:401,,Individual,0,A,20,A,0.5411,kG,11.4142,kG
QUAD,Q19201,1841.064,LI19:QUAD:201,,Individual,0,A,20,A,0.5471,kG,11.5418,kG
QUAD,Q19401,1865.7528,LI19:QUAD:401,,Individual,0,A,20,A,0.5471,kG,11.5418,kG
QUAD,QDAS2B,2969.497556,QUAD:DASEL:314,QDAS2A,String Main,0,A,190,A,0.1186,kG,28.354,kG
QUAD,QBP15,1457.731303,QUAD:BPN15:400,QBP10,String,0,A,30,A,0.1052,kG,4.5121,kG
XCOR,XCBP13,1255.667333,XCOR:BPN13:406,,Individual,-6,A,6,A,-0.018934093,kG-m,0.018934093,kG-m
XCOR,XCBP18,1763.667333,XCOR:BPN18:406,,Individual,-6,A,6,A,-0.018934093,kG-m,0.018934093,kG-m
YCOR,YCBP35,2757.776003,YCOR:BPN28:209,,Individual,-2,A,2,A,-0.015597242,kG-m,0.015597242,kG-m
XCOR,XCBP30,3058.515623,XCOR:SLTS:182,,Individual,-6,A,6,A,-0.062959077,kG-m,0.062959077,kG-m
XCOR,XCDOG3,691.087485,XCOR:DOG:148,,Individual,-2,A,2,A,-0.020986359,kG-m,0.020986359,kG-m
XCOR,XCL1P,753.890175,XCOR:DOG:252,,Individual,-2,A,2,A,-0.020986359,kG-m,0.020986359,kG-m
YCOR,YCL4P,818.021175,YCOR:DOG:357,,Individual,-1,A,1,A,-0.010493179,kG-m,0.010493179,kG-m
YCOR,YCE203,382.389827,YCOR:EMIT2:811,,Individual,-2,A,2,A,-0.021,kG-m,0.021,kG-m
YCOR,YCSP8H,2980.684303,YCOR:SPH:757,,Individual,-2,A,2,A,-0.021,kG-m,0.021,kG-m
YCOR,YCSP8S,3002.18493,YCOR:SPS:827,,Individual,-2,A,2,A,-0.021,kG-m,0.021,kG-m
SEPT,BLRCUS,3076.785178,BEND:CLTS:280,,Individual,0,A,130,A,0.1061,GeV/c,15.606,GeV/c
BEND,BCXDLU2,665.2683,BEND:DOG:106,BCXDLU2,String Main,0,A,250,A,0.0134,kG-m,4.512,kG-m
BEND,BCX32B4,3355.625579,BEND:LTUS:478,BCX32B2,String,0,A,250,A,0.0125,kG-m,4.5162,kG-m
BEND,BYSP2H,2846.330774,BEND:SPH:310,,Individual,0,A,125,A,0.1326,GeV/c,21.5551,GeV/c
BEND,BYSP2S,2922.708927,BEND:SPS:560,,Individual,0,A,125,A,0.2487,GeV/c,33.1047,GeV/c
BEND,BXSP3S,3038.747477,BEND:SPS:950,BXSP2S,String,0,A,200,A,0.0688,GeV/c,19.2402,GeV/c
BEND,BYDSS,3734.657027,BEND:DMPS:395,,Individual,0,A,10,A,0.5831,GeV/c,41.2222,GeV/c
BEND,BYDSH,3734.657027,BEND:DMPH:395,,Individual,0,A,10,A,0.5747,GeV/c,41.2186,GeV/c
BEND,BYD1B,3735.948908,BEND:DMPS:400,BYD1B,String Main,0,A,200,A,0.0264,GeV/c,15.7809,GeV/c
KICK,BYKIK1S,3309.853772,KICK:LTUS:350,BYKIK1S,String Main,0,A,250,A,0.0495,GeV/c,18.6073,GeV/c
BEND,BCX21,333.595752,BEND:BC2B:200,BCX22,String,0,A,125,A,0.0195,kG-m,5.4848,kG-m
BEND,BCXH2,21.654134,BEND:HTR:600,BCXH2,String Main,0,A,47,A,0.0018,GeV/c,0.2397,GeV/c
QUAD,Q50Q3,3111.604746,QUAD:BSYH:445,,Individual,0,A,100,A,1.6714,kG,92.1193,kG
QUAD,QVB2B,3378.893398,QUAD:LTUS:550,QVB1B,String,0,A,200,A,0.2562,kG,102.3265,kG
QUAD,QDL21,3364.281179,QUAD:LTUS:500,,Individual,0,A,200,A,-101.4549,kG,-0.2564,kG
QUAD,QEM3B,3417.67516,QUAD:LTUS:660,,Individual,-120,A,120,A,-67.4732,kG,67.2373,kG
QUAD,QUM2B,3542.847076,QUAD:LTUS:840,,Individual,-120,A,120,A,-67.7201,kG,67.5062,kG
QUAD,QUM4B,3555.768776,QUAD:LTUS:880,,Individual,-120,A,120,A,-67.4262,kG,67.1881,kG
QUAD,QSP8S,3002.982181,QUAD:SPS:830,QSP2S,String,0,A,165,A,-148.9951,kG,-0.9375,kG
QUAD,QC108,158.447052,QUAD:COL1:640,,Individual,-12,A,12,A,-20.3349,kG,20.1632,kG
QUAD,QC003,39.43397,QUAD:COL0:280,,Individual,-12,A,12,A,-20.4336,kG,20.2924,kG
QUAD,QC006,50.39644,QUAD:COL0:480,,Individual,-12,A,12,A,-20.4458,kG,20.2581,kG
QUAD,QC111,170.447052,QUAD:COL1:880,,Individual,-12,A,12,A,-20.3755,kG,20.1719,kG
QUAD,QE34B,3486.076932,QUAD:LTUS:750,,Individual,0,A,12,A,-20.2288,kG,-0.2617,kG
QUAD,QSP13H,3066.546737,QUAD:SLTH:220,QSP1H,String,0,A,165,A,0.2561,kG,52.058,kG
QUAD,QSP1D,2959.507003,QUAD:SPD:690,,Individual,0,A,165,A,-52.251,kG,-0.2519,kG
QUAD,QDOG6,720.480745,QUAD:DOG:200,QDOG2,String,0,A,165,A,-51.6236,kG,-0.1226,kG
QUAD,QUE1B,3723.653364,QUAD:DMPS:300,,Individual,0,A,165,A,0.1189,kG,51.1632,kG
QUAD,Q0H06,15.747012,QUAD:HTR:385,,Individual,0,A,30,A,0.0674,kG,4.4685,kG
QUAD,QBP30,3057.250323,QUAD:SLTS:180,,Individual,0,A,190,A,-28.3811,kG,-0.1043,kG
QUAD,QL4P,816.755875,QUAD:DOG:355,,Individual,0,A,190,A,-28.3678,kG,-0.1043,kG
QUAD,QCM22,475.75287,QUAD:L3B:2285,,Individual,-20,A,20,A,-12.21000028,kG,12.21000028,kG
QUAD,QCM24,500.19365,QUAD:L3B:2485,,Individual,-20,A,20,A,-12.21000028,kG,12.21000028,kG
QUAD,QCM27,539.40413,QUAD:L3B:2785,,Individual,-20,A,20,A,-12.21000028,kG,12.21000028,kG
SOLN,SOL2B,-8.398857,SOLN:GUNB:823,,Individual,-10,A,10,A,-0.082292129,kG-m,0.082292129,kG-m
XCOR,XC03B,-9.080467,XCOR:GUNB:513,,Individual,-3,A,3,A,-0.0052,kG-m,0.0051,kG-m
XCOR,XC04B,-8.675667,XCOR:GUNB:713,,Individual,-3,A,3,A,-0.0052,kG-m,0.0051,kG-m
YCOR,YC04B,-8.675667,YCOR:GUNB:713,,Individual,-3,A,3,A,-0.0052,kG-m,0.0051,kG-m
XCOR,XC05B,-8.155903,XCOR:GUNB:927,,Individual,-3,A,3,A,-0.0052,kG-m,0.0051,kG-m
XCOR,XCDG005,41.041515,XCOR:DIAG0:290,,Individual,-6,A,6,A,-0.0047,kG-m,0.0047,kG-m
XCOR,XCDG008,45.041515,XCOR:DIAG0:380,,Individual,-6,A,6,A,-0.0047,kG-m,0.0047,kG-m
XCOR,XCDG010,48.811515,XCOR:DIAG0:460,,Individual,-6,A,6,A,-0.0047,kG-m,0.0047,kG-m
XCOR,XC1C00,121.34462,XCOR:BC1B:100,,Individual,-6,A,6,A,-0.0047,kG-m,0.0047,kG-m
YCOR,YCDG003,40.367015,YCOR:DIAG0:280,,Individual,-6,A,6,A,-0.0049,kG-m,0.0049,kG-m
XCOR,XCC006,50.70124,XCOR:COL0:488,,Individual,-2,A,2,A,-0.0048,kG-m,0.0048,kG-m
XCOR,XCM06,215.725062,XCOR:L2B:0685,,Individual,-20,A,20,A,-0.054,kG-m,0.054,kG-m
XCOR,XCM10,264.606622,XCOR:L2B:1085,,Individual,-20,A,20,A,-0.054,kG-m,0.054,kG-m
XCOR,XCM12,289.047402,XCOR:L2B:1285,,Individual,-20,A,20,A,-0.054,kG-m,0.054,kG-m
XCOR,XCM16,402.43053,XCOR:L3B:1685,,Individual,-20,A,20,A,-0.054,kG-m,0.054,kG-m
YCOR,YCM01,4.05919,YCOR:L0B:0185,,Individual,-20,A,20,A,-0.0536,kG-m,0.0536,kG-m
YCOR,YCM10,264.606622,YCOR:L2B:1085,,Individual,-20,A,20,A,-0.0536,kG-m,0.0536,kG-m
YCOR,YCM15,325.708572,YCOR:L2B:1585,,Individual,-20,A,20,A,-0.0536,kG-m,0.0536,kG-m
YCOR,YCM20,451.31209,YCOR:L3B:2085,,Individual,-20,A,20,A,-0.0536,kG-m,0.0536,kG-m
YCOR,YCM21,463.53248,YCOR:L3B:2185,,Individual,-20,A,20,A,-0.0536,kG-m,0.0536,kG-m
YCOR,YCM31,588.28569,YCOR:L3B:3185,,Individual,-20,A,20,A,-0.0536,kG-m,0.0536,kG-m
YCOR,YCM35,637.16725,YCOR:L3B:3585,,Individual,-20,A,20,A,-0.0536,kG-m,0.0536,kG-m
BEND,BCXXL2,3508.490441,BEND:LTUS:764,BCXXL2,String Main,-17.5,A,17.5,A,-2.7771,kG-m,2.7495,kG-m
BEND,BX35,3328.214192,BEND:LTUH:420,BYD1,String,0,A,300,A,0.1551,GeV/c,23.3504,GeV/c
QUAD,QHXH34,3650.915594,QUAD:UNDH:3480,,Individual,-6.0021695,A,6.0050795,A,-41.813421,kG,41.854891,kG
QUAD,QHXH16,3578.688381,QUAD:UNDH:1680,,Individual,-6.0027377,A,6.0058893,A,-42.258301,kG,42.282478,kG
QUAD,QHXH30,3634.865102,QUAD:UNDH:3080,,Individual,-6.0029375,A,6.0058455,A,-42.10051,kG,42.126031,kG
QUAD,QHXH32,3642.890348,QUAD:UNDH:3280,,Individual,-6.0030689,A,6.0058272,A,-42.447156,kG,42.471121,kG
QUAD,QSXH47,3704.013523,QUAD:UNDS:4780,,Individual,-6.0052579,A,6.0037187,A,-43.340991,kG,43.33222,kG
QUAD,QSXH26,3611.614529,QUAD:UNDS:2680,,Individual,-6.00567,A,6.0037385,A,-43.099116,kG,43.093941,kG
QUAD,QSXH42,3682.013762,QUAD:UNDS:4280,,Individual,-6.0055258,A,6.0034139,A,-43.043,kG,43.024246,kG
QUAD,QSXH37,3660.014002,QUAD:UNDS:3780,,Individual,-6.0057189,A,6.0037427,A,-43.145153,kG,43.138453,kG
