Device,Element,Linac Z (m)*,Control System Name*,PS String,PS Config,Imin Val,Imin Uom,Imax Val,Imax Uom,Bmin Val,Bmin Uom,Bmax Val,Bmax Uom
YCOR,YC22403,2171.21,YCOR:LI22:403,,Individual,-6,A,6,A,-0.07,kG-m,0.07,kG-m
YCOR,YC22900,2231.78,YCOR:LI22:900,,Individual,-6,A,6,A,-0.07,kG-m,0.07,kG-m
YCOR,YC23203,2248.12,YCOR:LI23:203,,Individual,-6,A,6,A,-0.07,kG-m,0.07,kG-m
YCOR,YC24900,2439.05,YCOR:LI24:900,,Individual,-6,A,6,A,-0.0624,kG-m,0.06243,kG-m
YCOR,YC25303,2463.7704,YCOR:LI25:303,,Individual,-6,A,6,A,-0.0624,kG-m,0.06243,kG-m
YCOR,YC25403,2476.01,YCOR:LI25:403,,Individual,-6,A,6,A,-0.0624,kG-m,0.06243,kG-m
YCOR,YC25900,2536.58,YCOR:LI25:900,,Individual,-6,A,6,A,-0.0624,kG-m,0.06243,kG-m
YCOR,YC28900,2841.38,YCOR:LI28:900,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
YCOR,YC29503,2894.8338,YCOR:LI29:503,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
KICK,BYKIK2,3300.758083,KICK:LTUH:340,BYKIK1,String,0,A,250,A,0.0032,GeV/c,21.3997,GeV/c
QUAD,QT11,3287.445878,QUAD:LTUH:285,QT11,String Main,0,A,80,A,-140,kG,-0.99,kG
QUAD,QT21,3323.251152,QUAD:LTUH:385,QT11,String,0,A,73.1,A,-140,kG,-0.99,kG
QUAD,QT32,3360.520984,QUAD:LTUH:490,QT12,String,0,A,144,A,0.96,kG,250,kG
QUAD,QE34,3486.076932,QUAD:LTUH:750,QE31,String,0,A,15,A,-25,kG,-0.305,kG
XCOR,XCBP34,3198.395045,XCOR:BSYS:872,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
XCOR,XCCUS10,3145.777,XCOR:CLTS:614,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
XCOR,XCUE2B,3722.823373,XCOR:DMPS:298,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
XCOR,XC02,2019.849858,XCOR:IN20:311,,Individual,-12,A,12,A,-0.003,kG-m,0.003,kG-m
XCOR,XC04,2022.579807,XCOR:IN20:381,,Individual,-12,A,12,A,-0.007,kG-m,0.007,kG-m
XCOR,XC08,2031.474623,XCOR:IN20:641,,Individual,-8,A,8,A,-0.006,kG-m,0.006,kG-m
XCOR,XCE33B,3467.935376,XCOR:LTUS:738,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
XCOR,XCUM1B,3538.160067,XCOR:LTUS:826,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
YCOR,YC09,2032.708829,YCOR:IN20:722,,Individual,-8,A,8,A,-0.006,kG-m,0.006,kG-m
YCOR,YC22703,2208.3829,YCOR:LI22:703,,Individual,-6,A,6,A,-0.07,kG-m,0.07,kG-m
YCOR,YC23803,2322.3464,YCOR:LI23:803,,Individual,-6,A,6,A,-0.07,kG-m,0.07,kG-m
YCOR,YC30603,3009.316,YCOR:LI30:603,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
YCOR,YCVB1B,3376.943373,YCOR:LTUS:547,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
YCOR,YCVB3B,3381.750221,YCOR:LTUS:561,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
QUAD,QM10781,1018.683482,QUAD:IN10:781,,Individual,-6,A,6,A,-10.1129,kG,10.117,kG
QUAD,QA11132,1021.9952,QUAD:LI11:132,,Individual,-12,A,12,A,-7.0453,kG,6.649,kG
QUAD,QM11358,1046.447049,QUAD:LI11:358,,Individual,-30,A,30,A,-17.3171,kG,16.9091,kG
QUAD,Q11401,1052.9528,LI11:QUAD:401,,Individual,0,A,30,A,0.5394,kG,16.7593,kG
QUAD,Q13601,1280.8416,LI13:QUAD:601,,Individual,0,A,20,A,0.5404,kG,11.3993,kG
QUAD,Q14501,1370.0972,LI14:QUAD:501,,Individual,0,A,30,A,-0.5406,kG,-16.8013,kG
QUAD,Q14601,1382.4416,LI14:QUAD:601,,Individual,0,A,30,A,0.5408,kG,16.8011,kG
QUAD,Q16301,1548.6084,LI16:QUAD:301,,Individual,0,A,20,A,-0.5413,kG,-11.4198,kG
QUAD,Q16401,1560.9528,LI16:QUAD:401,,Individual,0,A,20,A,0.5415,kG,11.4198,kG
QUAD,Q16601,1585.6416,LI16:QUAD:601,,Individual,0,A,20,A,0.5415,kG,11.4198,kG
QUAD,Q17201,1637.864,LI17:QUAD:201,,Individual,0,A,20,A,0.542,kG,11.43,kG
QUAD,Q17701,1699.586,LI17:QUAD:701,,Individual,0,A,20,A,-0.5418,kG,-11.4302,kG
QUAD,Q17801,1711.9304,LI17:QUAD:801,,Individual,0,A,20,A,0.542,kG,11.43,kG
QUAD,SQ11340,,QUAD:LI11:340,,Individual,-12,A,12,A,-2.3732,kG,2.3533,kG
QUAD,CQ14738,1399.951635,QUAD:LI14:738,,Individual,-6,A,6,A,-2.4445,kG,2.3866,kG
QUAD,QBP17,1660.931303,QUAD:BPN17:400,QBP10,String,0,A,30,A,0.1052,kG,4.5121,kG
YCOR,YCBP18,1763.895933,YCOR:BPN18:409,,Individual,-6,A,6,A,-0.018934093,kG-m,0.018934093,kG-m
XCOR,XCBP20,1966.867333,XCOR:BPN20:406,,Individual,-6,A,6,A,-0.018934093,kG-m,0.018934093,kG-m
XCOR,XCBP31,3111.387003,XCOR:SLTS:442,,Individual,-2,A,2,A,-0.020986359,kG-m,0.020986359,kG-m
YCOR,YCBP30,3058.795023,YCOR:SLTS:183,,Individual,-2,A,2,A,-0.020986359,kG-m,0.020986359,kG-m
YCOR,YCDOG0,669.042901,YCOR:DOG:113,,Individual,-6,A,6,A,-0.062959077,kG-m,0.062959077,kG-m
KICK,BKYSP1H,2782.076003,KICK:SPH:110,,Individual,0,A,70,A,0,kG-m,0.04,kG-m
XCOR,XC2C00,332.053252,XCOR:BC2B:126,,Individual,-2,A,2,A,-0.021,kG-m,0.021,kG-m
YCOR,YCE201,358.467034,YCOR:EMIT2:161,,Individual,-2,A,2,A,-0.021,kG-m,0.021,kG-m
YCOR,YCSP6H,2932.1668,YCOR:SPH:597,,Individual,-2,A,2,A,-0.021,kG-m,0.021,kG-m
YCOR,YCSP12H,3062.154204,YCOR:SLTH:201,,Individual,-2,A,2,A,-0.021,kG-m,0.021,kG-m
YCOR,YCSP4D,3043.724172,YCOR:SPD:965,,Individual,-6,A,6,A,-0.1091,kG-m,0.1091,kG-m
XCOR,XCSP7S,2985.442444,XCOR:SPS:776,,Individual,-2,A,2,A,-0.021,kG-m,0.021,kG-m
YCOR,BKYRASD,3149.088425,YCOR:SLTD:631,,Individual,-6,A,6,A,-0.1091,kG-m,0.1091,kG-m
XCOR,XCPEPX2,3713.37742,XCOR:UNDS:5002,XCPEPX1,String,-6,A,6,A,-0.1025,kG-m,0.1029,kG-m
KICK,BKX21957,2132.0521,KICK:LI21:957,,Individual,0,V,4000,V,0,kG-m,0.0043,kG-m
BEND,BCX32B2,3354.525579,BEND:LTUS:476,BCX32B2,String Main,0,A,250,A,0.0141,kG-m,4.5429,kG-m
BEND,BCX32B1,3353.975579,BEND:LTUS:475,BCX32B2,String,0,A,250,A,0.0134,kG-m,4.5073,kG-m
BEND,BCXDLD3,746.818275,BEND:DOG:243,BCXDLD2,String,0,A,250,A,0.0145,kG-m,4.5066,kG-m
BEND,BCX361,3363.157655,BEND:LTUH:505,BCX362,String,0,A,250,A,0.013,kG-m,4.509,kG-m
BEND,BCX351,3320.196186,BEND:LTUH:375,BCX352,String,0,A,250,A,0.0138,kG-m,4.5311,kG-m
BEND,BX31B,3248.89504,BEND:LTUS:175,BYD1B,String,0,A,200,A,0.0835,GeV/c,15.8154,GeV/c
BEND,BCXH3,23.787838,BEND:HTR:700,BCXH2,String,0,A,47,A,0.0023,GeV/c,0.2388,GeV/c
QUAD,Q50Q2,3056.416027,QUAD:CLTH:170,,Individual,0,A,50,A,1.3633,kG,50.5013,kG
QUAD,QDBL1,3224.682425,QUAD:LTUS:110,,Individual,-120,A,120,A,-67.6998,kG,67.432,kG
QUAD,QSP1S,2923.947451,QUAD:SPS:570,QSP1S,String Main,0,A,165,A,0.7216,kG,152.0228,kG
QUAD,QVM4B,3391.56111,QUAD:LTUS:580,,Individual,-165,A,165,A,-152.248,kG,150.0853,kG
QUAD,QC101,130.19822,QUAD:COL1:120,,Individual,-12,A,12,A,-20.3571,kG,20.1739,kG
QUAD,QC107,154.447052,QUAD:COL1:560,,Individual,-12,A,12,A,-20.3377,kG,20.1624,kG
QUAD,QC002,38.50217,QUAD:COL0:260,,Individual,-12,A,12,A,-20.4948,kG,20.3089,kG
QUAD,QC109,162.447052,QUAD:COL1:720,,Individual,-12,A,12,A,-20.4701,kG,20.2834,kG
QUAD,QDG010,48.461515,QUAD:DIAG0:455,,Individual,-12,A,12,A,-20.3469,kG,20.1623,kG
QUAD,QE35B,3503.708493,QUAD:LTUS:760,,Individual,0,A,12,A,0.2524,kG,20.2882,kG
QUAD,QDL13,3266.111666,QUAD:LTUS:235,QDL13,String Main,0,A,165,A,0.2713,kG,51.801,kG
QUAD,QSP6H,2932.659997,QUAD:SPH:600,QSP6H,String Main,0,A,165,A,-52.0885,kG,-0.2532,kG
QUAD,QSP1H,2847.29076,QUAD:SPH:320,QSP1H,String Main,0,A,165,A,0.2593,kG,51.873,kG
QUAD,QSP2,2851.196503,QUAD:SPD:340,,Individual,0,A,165,A,-52.007,kG,-0.2595,kG
QUAD,QCUS1,3106.815441,QUAD:CLTS:420,,Individual,0,A,165,A,0.2501,kG,52.1971,kG
QUAD,Q0H03,13.456288,QUAD:HTR:300,,Individual,-30,A,30,A,-4.4629,kG,4.4692,kG
QUAD,Q0H05,15.2128,QUAD:HTR:365,,Individual,0,A,30,A,-4.4701,kG,-0.0627,kG
QUAD,QBP33,3187.100365,QUAD:BSYS:820,,Individual,0,A,190,A,-28.3756,kG,-0.0974,kG
QUAD,QCM01,4.05919,QUAD:L0B:0185,,Individual,-20,A,20,A,-12.21000028,kG,12.21000028,kG
QUAD,QCM08,240.165842,QUAD:L2B:0885,,Individual,-20,A,20,A,-12.21000028,kG,12.21000028,kG
QUAD,QCM18,426.87131,QUAD:L3B:1885,,Individual,-20,A,20,A,-12.21000028,kG,12.21000028,kG
QUAD,QCM20,451.31209,QUAD:L3B:2085,,Individual,-20,A,20,A,-12.21000028,kG,12.21000028,kG
QUAD,QCM35,637.16725,QUAD:L3B:3585,,Individual,-20,A,20,A,-12.21000028,kG,12.21000028,kG
XCOR,XC01B,-9.560167,XCOR:GUNB:293,,Individual,-3,A,3,A,-0.0052,kG-m,0.0051,kG-m
YCOR,YC03B,-9.080467,YCOR:GUNB:513,,Individual,-3,A,3,A,-0.0052,kG-m,0.0051,kG-m
YCOR,YCC000,37.47717,YCOR:COL0:235,,Individual,-6,A,6,A,-0.0049,kG-m,0.0049,kG-m
YCOR,YCDG008,45.041515,YCOR:DIAG0:380,,Individual,-6,A,6,A,-0.0049,kG-m,0.0049,kG-m
YCOR,YC1C00,121.34462,YCOR:BC1B:100,,Individual,-6,A,6,A,-0.0049,kG-m,0.0049,kG-m
YCOR,YC0H07,17.504594,YCOR:HTR:451,,Individual,-2,A,2,A,-0.0048,kG-m,0.0048,kG-m
XCOR,XCDG002,37.545211,XCOR:DIAG0:218,,Individual,-5,A,5,A,-0.0122,kG-m,0.0122,kG-m
YCOR,YCC011,70.70124,YCOR:COL0:889,,Individual,-2,A,2,A,-0.0048,kG-m,0.0048,kG-m
XCOR,XCC101,130.63637,XCOR:COL1:128,,Individual,-2,A,2,A,-0.0048,kG-m,0.0048,kG-m
XCOR,XCM09,252.386232,XCOR:L2B:0985,,Individual,-20,A,20,A,-0.054,kG-m,0.054,kG-m
XCOR,XCM15,325.708572,XCOR:L2B:1585,,Individual,-20,A,20,A,-0.054,kG-m,0.054,kG-m
XCOR,XCM28,551.62452,XCOR:L3B:2885,,Individual,-20,A,20,A,-0.054,kG-m,0.054,kG-m
XCOR,XCM32,600.50608,XCOR:L3B:3285,,Individual,-20,A,20,A,-0.054,kG-m,0.054,kG-m
YCOR,YCM08,240.165842,YCOR:L2B:0885,,Individual,-20,A,20,A,-0.0536,kG-m,0.0536,kG-m
YCOR,YCM11,276.827012,YCOR:L2B:1185,,Individual,-20,A,20,A,-0.0536,kG-m,0.0536,kG-m
YCOR,YCM12,289.047402,YCOR:L2B:1285,,Individual,-20,A,20,A,-0.0536,kG-m,0.0536,kG-m
YCOR,YCM13,301.267792,YCOR:L2B:1385,,Individual,-20,A,20,A,-0.0536,kG-m,0.0536,kG-m
YCOR,YCM19,439.0917,YCOR:L3B:1985,,Individual,-20,A,20,A,-0.0536,kG-m,0.0536,kG-m
YCOR,YCM28,551.62452,YCOR:L3B:2885,,Individual,-20,A,20,A,-0.0536,kG-m,0.0536,kG-m
SEPT,BLXSPH,2803.376003,BEND:SPH:170,BXSP1H,String,0,A,130,A,0.1947,GeV/c,25.6638,GeV/c
QUAD,QHXH25,3614.801987,QUAD:UNDH:2580,,Individual,-6.0018952,A,6.0051823,A,-42.261164,kG,42.282646,kG
QUAD,QHXH37,3662.953462,QUAD:UNDH:3780,,Individual,-6.0020386,A,6.0050549,A,-42.391604,kG,42.415775,kG
QUAD,QHXH45,3695.054446,QUAD:UNDH:4580,,Individual,-5.9995481,A,6.0025499,A,-41.907538,kG,41.93035,kG
QUAD,QHXH38,3666.966085,QUAD:UNDH:3880,,Individual,-6.0030208,A,6.0058582,A,-42.099629,kG,42.143982,kG
QUAD,QHXH33,3646.902971,QUAD:UNDH:3380,,Individual,-6.0015502,A,6.0046118,A,-42.059591,kG,42.145651,kG
QUAD,QHXH29,3630.852479,QUAD:UNDH:2980,,Individual,-6.0012465,A,6.0044385,A,-42.126584,kG,42.156508,kG
QUAD,QSXH41,3677.61381,QUAD:UNDS:4180,,Individual,-6.0052059,A,6.003545,A,-43.432139,kG,43.418474,kG
QUAD,QSXH16,3567.615009,QUAD:UNDS:1680,,Individual,-6.0054958,A,6.0035931,A,-43.108068,kG,43.006712,kG
QUAD,QSXH34,3646.814146,QUAD:UNDS:3480,,Individual,-6.0060419,A,6.0046132,A,-43.024269,kG,43.050059,kG
QUAD,QSXH33,3642.414194,QUAD:UNDS:3380,,Individual,-6.0057934,A,6.0035193,A,-43.524266,kG,43.579093,kG
QUAD,QHXH36,3658.94084,QUAD:UNDH:3680,,Individual,-6.0056829,A,6.0039893,A,-43.058999,kG,43.037807,kG
QUAD,QSXH46,3699.61357,QUAD:UNDS:4680,,Individual,-6.0054979,A,6.0039776,A,-42.942613,kG,42.926696,kG
XCOR,XCHX22,3602.764118,XCOR:UNDH:2280,,Individual,-1,A,1,A,-0.006122105,kG-m,0.006122105,kG-m
XCOR,XCHX45,3695.054446,XCOR:UNDH:4580,,Individual,-1,A,1,A,-0.00626302,kG-m,0.00626302,kG-m
YCOR,YCHX45,3695.054446,YCOR:UNDH:4580,,Individual,-1,A,1,A,-0.006163539,kG-m,0.006163539,kG-m
XCOR,XCHX23,3606.776741,XCOR:UNDH:2380,,Individual,-1,A,1,A,-0.006128288,kG-m,0.006128288,kG-m
YCOR,YCHX23,3606.776741,YCOR:UNDH:2380,,Individual,-1,A,1,A,-0.006026076,kG-m,0.006026076,kG-m
XCOR,XCSX42,3682.013762,XCOR:UNDS:4280,,Individual,-1,A,1,A,-0.006734114,kG-m,0.006734114,kG-m
YCOR,YCSX16,3567.615009,YCOR:UNDS:1680,,Individual,-1,A,1,A,-0.006452486,kG-m,0.006452486,kG-m
XCOR,XCSX44,3690.813666,XCOR:UNDS:4480,,Individual,-1,A,1,A,-0.006660058,kG-m,0.006660058,kG-m
YCOR,YCSX27,3616.014482,YCOR:UNDS:2780,,Individual,-1,A,1,A,-0.006964019,kG-m,0.006964019,kG-m
YCOR,YCSX30,3629.214338,YCOR:UNDS:3080,,Individual,-1,A,1,A,-0.006170695,kG-m,0.006170695,kG-m
XCOR,XCHX36,3658.94084,XCOR:UNDH:3680,,Individual,-1,A,1,A,-0.006433758,kG-m,0.006433758,kG-m
YCOR,YCHX36,3658.94084,YCOR:UNDH:3680,,Individual,-1,A,1,A,-0.006315967,kG-m,0.006315967,kG-m
XCOR,XCSX46,3699.61357,XCOR:UNDS:4680,,Individual,-1,A,1,A,-0.006039528,kG-m,0.006039528,kG-m
BEND,BXH2,2025.633786,BEND:IN20:461,BXH2,String Main,0,A,335,A,0.001382,kG-m,0.9,kG-m
BEND,BX01,2032.07952,BEND:IN20:661,BX02,String,0,A,350,A,0.0001655,GeV/c,0.21,GeV/c
BEND,BX11,2046.1897,BEND:LI21:215,BX12,String,0,A,350,A,0.0013318,kG-m,1,kG-m
BEND,BCXSS2,3648.754125,BEND:UNDS:3530,BCXSS1,String,-9,A,9,A,0,kG-m,2.68,kG-m
QUAD,QE01,2024.8694,QUAD:IN20:425,,Individual,-12,A,12,A,-20,kG,20,kG
QUAD,CQ12,2052.099155,QUAD:LI21:251,,Individual,-6,A,6,A,-1.2,kG,1.2,kG
QUAD,QM13,2053.649127,QUAD:LI21:278,,Individual,-12,A,12,A,-20,kG,20,kG
QUAD,QM14,2059.017169,QUAD:LI21:315,,Individual,-12,A,12,A,-20,kG,20,kG
QUAD,Q22601,2195.2416,QUAD:LI22:601,,Individual,0,A,37.5,A,0,kG,21.17318,kG
QUAD,Q24701B,2411.0198,QUAD:LI24:702,Q24701A,String,0,A,200,A,-100,kG,0,kG
QUAD,CQ22,2433.842337,QUAD:LI24:860,,Individual,-12,A,12,A,-2.1,kG,2.1,kG
QUAD,Q25301,2463.0084,QUAD:LI25:301,,Individual,0,A,37.5,A,-21.17318,kG,0,kG
QUAD,Q27201,2653.864,QUAD:LI27:201,,Individual,0,A,37.5,A,0,kG,21.17318,kG
QUAD,Q27401,2678.5528,QUAD:LI27:401,,Individual,0,A,37.5,A,0,kG,21.17318,kG
QUAD,Q28901,2842.1154,QUAD:LI28:901,,Individual,0,A,37.5,A,-21.17318,kG,0,kG
QUAD,Q29201,2857.064,QUAD:LI29:201,,Individual,0,A,37.5,A,0,kG,21.17318,kG
XCOR,XC22302,2158.62,XCOR:LI22:302,,Individual,-6,A,6,A,-0.07,kG-m,0.07,kG-m
XCOR,XC22802,2220.34,XCOR:LI22:802,,Individual,-6,A,6,A,-0.07,kG-m,0.07,kG-m
XCOR,XC23702,2309.6,XCOR:LI23:702,,Individual,-6,A,6,A,-0.07,kG-m,0.07,kG-m
XCOR,XC24602,2398.85,XCOR:LI24:602,,Individual,-6,A,6,A,-0.0624,kG-m,0.06243,kG-m
XCOR,XC25302,2463.42,XCOR:LI25:302,,Individual,-6,A,6,A,-0.0624,kG-m,0.06243,kG-m
XCOR,XC28900,2841.13,XCOR:LI28:900,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
XCOR,XC29202,2857.47,XCOR:LI29:202,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
XCOR,XC29602,2906.9718,XCOR:LI29:602,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
XCOR,XC29702,2919.2,XCOR:LI29:702,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
XCOR,XC29802,2931.6004,XCOR:LI29:802,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
XCOR,XC30202,2959.245,XCOR:LI30:202,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
XCOR,XC30502,2996.1502,XCOR:LI30:502,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
XCOR,XCVM3,3253.11695,XCOR:LTUH:178,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
XCOR,XCQT12,3288.186204,XCOR:LTUH:288,,Individual,-6,A,0,A,-0.12,kG-m,0,kG-m
XCOR,XCE35,3503.048501,XCOR:LTUH:758,,Individual,-12,A,12,A,-0.06,kG-m,0.06,kG-m
XCOR,XCUM1,3535.486237,XCOR:LTUH:818,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
YCOR,YC00,2018.072044,YCOR:IN20:122,,Individual,-4,A,4,A,-0.0015,kG-m,0.0015,kG-m
YCOR,YC21303,2057.254699,YCOR:LI21:303,,Individual,-6,A,6,A,-0.015,kG-m,0.015,kG-m
YCOR,YC21900,2130.18,YCOR:LI21:900,,Individual,-6,A,6,A,-0.015,kG-m,0.015,kG-m
YCOR,YC22203,2146.6482,YCOR:LI22:203,,Individual,-6,A,6,A,-0.07,kG-m,0.07,kG-m
YCOR,YC22303,2158.87,YCOR:LI22:303,,Individual,-6,A,6,A,-0.07,kG-m,0.07,kG-m
YCOR,YC28303,2768.47,YCOR:LI28:303,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
YCOR,YC29203,2857.8228,YCOR:LI29:203,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
YCOR,YC30303,2971.8174,YCOR:LI30:303,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
YCOR,YCBSYQ4,3115.248,YCOR:BSYH:461,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
YCOR,YCVB3,3244.866978,YCOR:LTUH:171,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
YCOR,YCVM4,3254.077859,YCOR:LTUH:185,,Individual,-6,A,6,A,-0.109,kG-m,0.109,kG-m
YCOR,YCDL2,3307.439554,YCOR:LTUH:353,,Individual,-12,A,12,A,-0.06,kG-m,0.06,kG-m
YCOR,YCEM1,3400.223511,YCOR:LTUH:611,,Individual,-12,A,12,A,-0.06,kG-m,0.06,kG-m
YCOR,YCEM3,3417.145167,YCOR:LTUH:657,,Individual,-12,A,12,A,-0.06,kG-m,0.06,kG-m
YCOR,YCE36,3520.86006,YCOR:LTUH:767,,Individual,-12,A,12,A,-0.06,kG-m,0.06,kG-m
YCOR,YCD3,3733.507685,YCOR:DMPH:391,,Individual,-6,A,6,A,-0.109,kG-m,0.109,kG-m
KICK,BYKIK1,3299.53983,KICK:LTUH:320,BYKIK1,String Main,0,A,250,A,0.0032,GeV/c,21.3997,GeV/c
QUAD,QUE2,3731.443708,QUAD:DMPH:380,,Individual,0,A,38,A,-40.3787,kG,-0.2553,kG
QUAD,QVM3,3253.597404,QUAD:LTUH:180,,Individual,0,A,144,A,0.87,kG,250,kG
QUAD,QE31,3433.182249,QUAD:LTUH:720,QE31,String Main,0,A,15,A,0.305,kG-m,25,kG-m
XCOR,XCCUS4,3124.218103,XCOR:CLTS:504,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
XCOR,XC05,2024.466651,XCOR:IN20:411,,Individual,-12,A,12,A,-0.007,kG-m,0.007,kG-m
XCOR,XC10,2034.083632,XCOR:IN20:761,,Individual,-8,A,8,A,-0.006,kG-m,0.006,kG-m
XCOR,XC21175,2043.787475,XCOR:LI21:175,,Individual,-6,A,6,A,-0.015,kG-m,0.015,kG-m
XCOR,XCDBL2,3226.409025,XCOR:LTUS:118,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
XCOR,XCDL15,3291.075832,XCOR:LTUS:296,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
XCOR,XCE35B,3503.0485,XCOR:LTUS:758,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
YCOR,YCBP34,3198.674445,YCOR:BSYS:873,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
YCOR,YCUE1,3721.083337,YCOR:DMPH:201,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
YCOR,YCUE1B,3721.083337,YCOR:DMPS:201,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
YCOR,YCG2,2018.567691,YCOR:IN20:832,,Individual,-8,A,8,A,-0.0016,kG-m,0.0016,kG-m
YCOR,YC21136,2038.532676,YCOR:LI21:136,,Individual,-12,A,12,A,-0.007,kG-m,0.007,kG-m
YCOR,YC21192,2044.758199,YCOR:LI21:192,,Individual,-12,A,12,A,-0.008,kG-m,0.008,kG-m
YCOR,YC21325,2059.297299,YCOR:LI21:325,,Individual,-8,A,8,A,-0.006,kG-m,0.006,kG-m
YCOR,YC25703,2513.05,YCOR:LI25:703,,Individual,-6,A,6,A,-0.0624,kG-m,0.06243,kG-m
YCOR,YC26803,2627.121,YCOR:LI26:803,,Individual,-6,A,6,A,-0.0624,kG-m,0.06243,kG-m
YCOR,YC29603,2907.3433,YCOR:LI29:603,,Individual,-6,A,6,A,-0.06243,kG-m,0.06243,kG-m
YCOR,YCDL14,3278.328045,YCOR:LTUS:267,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
YCOR,YCEM2B,3405.76777,YCOR:LTUS:641,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
YCOR,YCE36B,3520.860059,YCOR:LTUS:777,,Individual,-6,A,6,A,-0.06,kG-m,0.06,kG-m
SOLN,SOL10111,1002.273993,SOLN:IN10:111,,Individual,-6,A,6,A,-0.0969,kG-m,0.0969,kG-m
BEND,BXDG0,39.414096,BEND:DIAG0:260,BLRDG0,String,0,A,130,A,0.0012,GeV/c,0.1935,GeV/c
QUAD,Q11701,1089.986,LI11:QUAD:701,,Individual,0,A,20,A,-0.5394,kG,-11.379,kG
QUAD,Q12801,1203.9304,LI12:QUAD:801,,Individual,0,A,20,A,0.5402,kG,11.3934,kG
QUAD,Q12901,1216.5939,LI12:QUAD:901,,Individual,0,A,20,A,-0.5402,kG,-11.3936,kG
QUAD,Q13201,1231.464,LI13:QUAD:201,,Individual,0,A,20,A,0.5404,kG,11.3993,kG
QUAD,Q13401,1256.1528,LI13:QUAD:401,,Individual,0,A,20,A,0.5404,kG,11.3993,kG
QUAD,Q15801,1508.7304,LI15:QUAD:801,,Individual,0,A,20,A,0.5411,kG,11.4142,kG
QUAD,Q16701,1597.986,LI16:QUAD:701,,Individual,0,A,20,A,-0.5413,kG,-11.4198,kG
QUAD,Q17901,1724.5939,LI17:QUAD:901,,Individual,0,A,20,A,-0.5418,kG,-11.4302,kG
QUAD,Q18201,1739.464,LI18:QUAD:201,,Individual,0,A,20,A,0.5417,kG,11.4254,kG
QUAD,Q2D,2001.431049,LI20:LGPS:3311,,Individual,0,A,475,A,-1.9388,kG,-385.6863,kG
BEND,BYDG0,50.887859,BEND:DIAG0:510,,Individual,0,A,240,A,0.0005,GeV/c,0.2128,GeV/c
BEND,BCXHS2,3624.541881,BEND:UNDH:2830,BCXHS1,String,-6,A,6,A,-1.9303,kG-m,1.9141,kG-m
BEND,BCXHS1,3623.602891,BEND:UNDH:2810,BCXHS1,String Main,-6,A,6,A,-1.9417,kG-m,1.9255,kG-m
QUAD,QBP14,1356.131303,QUAD:BPN14:400,QBP10,String,0,A,30,A,-4.5112,kG,-0.1037,kG
QUAD,QBP23,2270.531303,QUAD:BPN23:400,QBP10,String,0,A,30,A,0.1052,kG,4.5121,kG
XCOR,XCBP14,1357.267333,XCOR:BPN14:406,,Individual,-6,A,6,A,-0.018934093,kG-m,0.018934093,kG-m
YCOR,YCBP14,1357.495933,YCOR:BPN14:409,,Individual,-6,A,6,A,-0.018934093,kG-m,0.018934093,kG-m
XCOR,XCBP16,1560.467333,XCOR:BPN16:406,,Individual,-6,A,6,A,-0.018934093,kG-m,0.018934093,kG-m
YCOR,YCBP22,2170.295933,YCOR:BPN22:409,,Individual,-6,A,6,A,-0.018934093,kG-m,0.018934093,kG-m
